Sample,Gene Name,FPKM,vf_category
E02,entE,67.962234,Nutritional/Metabolic factor
E02,entF,155.549881,Nutritional/Metabolic factor
E02,entS,98.894615,Nutritional/Metabolic factor
E02,fdeC,0.308456,Adherence
E02,fepA,91.587013,Nutritional/Metabolic factor
E02,fepB,26.152617,Nutritional/Metabolic factor
E02,fepC,66.779968,Nutritional/Metabolic factor
E02,fepD,31.002695,Nutritional/Metabolic factor
E02,fepG,64.930656,Nutritional/Metabolic factor
E02,fes,22.439846,Nutritional/Metabolic factor
E02,fimA,0.0,Adherence
E02,fimA,0.0,Adherence
E02,fimB,6.107843,Adherence
E02,fimC,0.0,Adherence
E02,fimD,0.0,Adherence
E02,fimE,0.0,Adherence
E02,fimF,0.0,Adherence
E02,fimG,0.0,Adherence
E02,fimH,4.727535,Adherence
E02,fimI,0.0,Adherence
E02,focA,192.142853,Adherence
E02,glrR,54.111103,Effector delivery system
E02,hlyA,0.0,Exotoxin
E02,hlyC,0.0,Exotoxin
E02,hlyD,150.065048,Exotoxin
E02,hlyD,0.0,Exotoxin
E02,iroB,0.0,Nutritional/Metabolic factor
E02,iroC,0.0,Nutritional/Metabolic factor
E02,iroD,0.0,Nutritional/Metabolic factor
E02,iroE,0.0,Nutritional/Metabolic factor
E02,iroN,0.0,Nutritional/Metabolic factor
E02,map,49.275841,Effector delivery system
E02,neuB,0.0,Invasion
E02,neuC,3.630069,Invasion
E02,ompA,1479.064819,Invasion
E02,papA,0.0,Adherence
E02,papC,101.273697,Adherence
E02,papF,16.940458,Adherence
E02,papH,88.18203,Adherence
E02,papI,0.0,Adherence
E02,papX,0.0,Adherence
E02,sfaA,0.0,Adherence
E02,sfaC,0.0,Adherence
E02,sfaD,0.0,Adherence
E02,sfaF,0.0,Adherence
E02,sfaG,0.0,Adherence
E02,sfaH,0.0,Adherence
E02,sfaS,0.0,Adherence
E02,sfaX,0.0,Adherence
E02,sfaY,0.0,Adherence
B02,aslA,0.0,Invasion
B02,chuA,769.807861,Nutritional/Metabolic factor
B02,chuS,0.0,Nutritional/Metabolic factor
B02,chuT,0.0,Nutritional/Metabolic factor
B02,chuY,0.0,Nutritional/Metabolic factor
B02,cnf1,0.0,Exotoxin
B02,csgA,0.0,Adherence
B02,csgB,0.0,Adherence
B02,csgC,0.0,Adherence
B02,entA,0.0,Nutritional/Metabolic factor
B02,entB,0.0,Nutritional/Metabolic factor
B02,entC,0.0,Nutritional/Metabolic factor
B02,entD,0.0,Nutritional/Metabolic factor
B02,entE,4112.765625,Nutritional/Metabolic factor
B02,entF,409.944946,Nutritional/Metabolic factor
B02,entS,0.0,Nutritional/Metabolic factor
B02,fdeC,0.0,Adherence
B02,fepA,0.0,Nutritional/Metabolic factor
B02,fepB,0.0,Nutritional/Metabolic factor
B02,fepC,0.0,Nutritional/Metabolic factor
B02,fepD,0.0,Nutritional/Metabolic factor
B02,fepG,0.0,Nutritional/Metabolic factor
B02,fes,0.0,Nutritional/Metabolic factor
B02,fimA,0.0,Adherence
B02,fimA,0.0,Adherence
B02,fimB,0.0,Adherence
B02,fimC,0.0,Adherence
B02,fimD,0.0,Adherence
B02,fimE,0.0,Adherence
B02,fimF,0.0,Adherence
B02,fimG,0.0,Adherence
B02,fimH,0.0,Adherence
B02,fimI,0.0,Adherence
B02,focA,0.0,Adherence
B02,glrR,0.0,Effector delivery system
B02,hlyA,0.0,Exotoxin
B02,hlyC,0.0,Exotoxin
B02,hlyD,0.0,Exotoxin
B02,hlyD,0.0,Exotoxin
B02,iroB,0.0,Nutritional/Metabolic factor
B02,iroC,0.0,Nutritional/Metabolic factor
B02,iroD,0.0,Nutritional/Metabolic factor
B02,iroE,0.0,Nutritional/Metabolic factor
B02,iroN,0.0,Nutritional/Metabolic factor
B02,map,0.0,Effector delivery system
B02,neuB,0.0,Invasion
B02,neuC,0.0,Invasion
B02,ompA,0.0,Invasion
B02,papA,0.0,Adherence
B02,papC,0.0,Adherence
B02,papF,0.0,Adherence
B02,papH,0.0,Adherence
B02,papI,0.0,Adherence
B02,papX,0.0,Adherence
B02,sfaA,0.0,Adherence
B02,sfaC,0.0,Adherence
B02,sfaD,0.0,Adherence
B02,sfaF,0.0,Adherence
B02,sfaG,0.0,Adherence
B02,sfaH,0.0,Adherence
B02,sfaS,0.0,Adherence
B02,sfaX,0.0,Adherence
B02,sfaY,0.0,Adherence
H01,aslA,1.482588,Invasion
H01,chuA,27.399113,Nutritional/Metabolic factor
H01,chuS,50.850147,Nutritional/Metabolic factor
H01,chuT,25.658043,Nutritional/Metabolic factor
H01,chuY,10.696899,Nutritional/Metabolic factor
H01,cnf1,0.0,Exotoxin
H01,csgA,0.0,Adherence
H01,csgB,0.0,Adherence
H01,csgC,0.0,Adherence
H01,entA,28.89459,Nutritional/Metabolic factor
H01,entB,104.279419,Nutritional/Metabolic factor
H01,entC,93.032715,Nutritional/Metabolic factor
H01,entD,24.462324,Nutritional/Metabolic factor
H01,entE,66.514763,Nutritional/Metabolic factor
H01,entF,35.969952,Nutritional/Metabolic factor
H01,entS,27.966015,Nutritional/Metabolic factor
H01,fdeC,3.689745,Adherence
H01,fepA,90.422775,Nutritional/Metabolic factor
H01,fepB,35.916168,Nutritional/Metabolic factor
H01,fepC,0.0,Nutritional/Metabolic factor
H01,fepD,44.668995,Nutritional/Metabolic factor
H01,fepG,28.935175,Nutritional/Metabolic factor
H01,fes,16.496748,Nutritional/Metabolic factor
H01,fimA,6.733639,Adherence
H01,fimA,10.43704,Adherence
H01,fimB,25.955883,Adherence
H01,fimC,0.0,Adherence
H01,fimD,13.107142,Adherence
H01,fimE,0.0,Adherence
H01,fimF,0.0,Adherence
H01,fimG,5.327927,Adherence
H01,fimH,17.247709,Adherence
H01,fimI,13.639597,Adherence
H01,focA,84.502228,Adherence
H01,glrR,48.777798,Effector delivery system
H01,hlyA,0.0,Exotoxin
H01,hlyC,0.0,Exotoxin
H01,hlyD,20.721251,Exotoxin
H01,hlyD,0.0,Exotoxin
H01,iroB,86.982063,Nutritional/Metabolic factor
H01,iroC,139.735779,Nutritional/Metabolic factor
H01,iroD,159.183899,Nutritional/Metabolic factor
H01,iroE,185.192566,Nutritional/Metabolic factor
H01,iroN,398.373016,Nutritional/Metabolic factor
H01,map,248.769547,Effector delivery system
H01,neuB,0.0,Invasion
H01,neuC,0.0,Invasion
H01,ompA,662.022156,Invasion
H01,papA,0.0,Adherence
H01,papC,0.0,Adherence
H01,papF,0.0,Adherence
H01,papH,0.0,Adherence
H01,papI,0.0,Adherence
H01,papX,0.0,Adherence
H01,sfaA,0.0,Adherence
H01,sfaC,0.0,Adherence
H01,sfaD,0.0,Adherence
H01,sfaF,0.0,Adherence
H01,sfaG,0.0,Adherence
H01,sfaH,0.0,Adherence
H01,sfaS,0.0,Adherence
H01,sfaX,0.0,Adherence
H01,sfaY,0.0,Adherence
F02,aslA,11.767083,Invasion
F02,chuA,406.30899,Nutritional/Metabolic factor
F02,chuS,575.108826,Nutritional/Metabolic factor
F02,chuT,119.70742,Nutritional/Metabolic factor
F02,chuY,757.10199,Nutritional/Metabolic factor
F02,cnf1,0.0,Exotoxin
F02,csgA,2.558721,Adherence
F02,csgB,0.0,Adherence
F02,csgC,0.0,Adherence
F02,entA,172.931915,Nutritional/Metabolic factor
F02,entB,218.183823,Nutritional/Metabolic factor
F02,entC,274.519714,Nutritional/Metabolic factor
F02,entD,180.506271,Nutritional/Metabolic factor
F02,entE,114.368629,Nutritional/Metabolic factor
F02,entF,192.769485,Nutritional/Metabolic factor
F02,entS,40.499142,Nutritional/Metabolic factor
F02,fdeC,3.437962,Adherence
F02,fepA,555.555603,Nutritional/Metabolic factor
F02,fepB,48.717648,Nutritional/Metabolic factor
F02,fepC,62.866219,Nutritional/Metabolic factor
F02,fepD,79.011635,Nutritional/Metabolic factor
F02,fepG,79.468605,Nutritional/Metabolic factor
F02,fes,100.678154,Nutritional/Metabolic factor
F02,fimA,37.292294,Adherence
F02,fimA,0.0,Adherence
F02,fimB,8.896775,Adherence
F02,fimC,10.139809,Adherence
F02,fimD,10.349972,Adherence
F02,fimE,0.0,Adherence
F02,fimF,0.0,Adherence
F02,fimG,13.150299,Adherence
F02,fimH,7.286412,Adherence
F02,fimI,13.365105,Adherence
F02,focA,535.429749,Adherence
F02,glrR,44.580173,Effector delivery system
F02,hlyA,0.0,Exotoxin
F02,hlyC,0.0,Exotoxin
F02,hlyD,44.667549,Exotoxin
F02,hlyD,0.0,Exotoxin
F02,iroB,0.0,Nutritional/Metabolic factor
F02,iroC,0.0,Nutritional/Metabolic factor
F02,iroD,0.0,Nutritional/Metabolic factor
F02,iroE,0.0,Nutritional/Metabolic factor
F02,iroN,0.0,Nutritional/Metabolic factor
F02,map,60.037025,Effector delivery system
F02,neuB,0.0,Invasion
F02,neuC,0.0,Invasion
F02,ompA,3710.263916,Invasion
F02,papA,193.662521,Adherence
F02,papC,403.980316,Adherence
F02,papF,85.91848,Adherence
F02,papH,661.745178,Adherence
F02,papI,9.972419,Adherence
F02,papX,4.445356,Adherence
F02,sfaA,0.0,Adherence
F02,sfaC,2.869972,Adherence
F02,sfaD,0.0,Adherence
F02,sfaF,0.0,Adherence
F02,sfaG,0.0,Adherence
F02,sfaH,0.0,Adherence
F02,sfaS,0.0,Adherence
F02,sfaX,0.0,Adherence
F02,sfaY,0.0,Adherence
H25361,aslA,1.775109,Invasion
H25361,csgA,1.59565,Adherence
H25361,entA,247.229904,Nutritional/Metabolic factor
H25361,entB,370.964172,Nutritional/Metabolic factor
H25361,entC,187.987274,Nutritional/Metabolic factor
H25361,entD,384.720886,Nutritional/Metabolic factor
H25361,entE,170.041977,Nutritional/Metabolic factor
H25361,entF,300.233185,Nutritional/Metabolic factor
H25361,entS,98.332634,Nutritional/Metabolic factor
H25361,fdeC,0.691506,Adherence
H25361,fepA,2114.731934,Nutritional/Metabolic factor
H25361,fepB,103.461113,Nutritional/Metabolic factor
H25361,fepC,76.586472,Nutritional/Metabolic factor
H25361,fepD,45.76564,Nutritional/Metabolic factor
H25361,fepG,59.431465,Nutritional/Metabolic factor
H25361,fes,146.538086,Nutritional/Metabolic factor
H25361,fimA,0.0,Adherence
H25361,fimA,0.419533,Adherence
H25361,fimB,7.454483,Adherence
H25361,fimC,1.550111,Adherence
H25361,fimD,0.941825,Adherence
H25361,fimE,15.600451,Adherence
H25361,fimH,10.689943,Adherence
H25361,focA,66.005478,Adherence
H25361,glrR,39.207424,Effector delivery system
H25361,hlyD,12.581315,Exotoxin
H25361,map,292.229797,Effector delivery system
H25361,ompA,1883.107544,Invasion
