Metabolites,A1_Control,A1_Context,A2_Control,A2_Context,B1_Control,B1_Context,B2_Control,B2_Context,C1_Control,C1_Context,C2_Control,C2_Context,D1_Control,D1_Context,D2_Control,D2_Context,E1_Control,E1_Context,E2_Control,E2_Context,F1_Control,F1_Context,F2_Control,F2_Context,G1_Control,G1_Context,H1_Control,H1_Context,H25361_Control,H25361_Context,H25362_Control,H25362_Context,H25363_Control,H25363_Context,H25364_Control,H25364_Context,H25365_Control,H25365_Context
alpha_Ketoisovaleric_acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006320969821,0.0006697268128,0,0,0,0,0,0,0,0,0,0,0,0
Adenine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199517241,0.0002113950573,0,0,0,0,0,0,0,0,0,0,0,0
L_Proline,92.86438068,421.618802,4420.443336,388.4615177,681.0973488,8.204674937,15.48805709,124.5040173,48.5252418,828.6592191,737.3717479,2198.208814,25.76333646,1491.579394,4245.31149,501.4682541,3591.275768,1755.217098,20129.37659,3570.299241,2177.236203,1396.485277,2532.144673,2317.252374,0.2830620311,64.65311454,1514.62399,11724.75803,886.5427415,26.38104769,884.4308142,5136.944401,9331.792619,8391.322387,3272.287315,7328.202741,6208.04204,2192.076039
L_Malic_Acid,95.93107702,3.824238125,208.3857162,0.1357479938,2.56769685,261.5453696,0,0.01275708878,0.6271234407,0,1058.421095,14.96554511,0,0,110.6967443,19.01465619,0.8910765809,32.44781365,261.1581474,328.2853436,206.5626168,0.02373867593,5.480740435,57.72333287,0,0,5.188308833,0.6037811347,0,0.2032845528,121.4867873,9.362630268,30.30331058,0,1149.536671,6.139670054,3.865098905,0.3273916442
L_Asparagine,374.9952972,83939.34995,801.8400103,26.63534402,384.6190232,2.76418501,657.9096094,344.6087862,503.1464385,464.5832068,1267.717385,127.2384097,897.7480685,1001.295691,1089.378777,555.7160485,1171.871629,311.5048724,1609.770578,392.1145767,222.4662627,227.885697,1078.56897,124.1735521,43.7095423,0.05316176885,980.2509619,595.2246762,1336.793062,514.7959234,1067.340334,355.1801159,542.332424,1099.721864,1166.859072,377.0445082,384.2080758,713.4727378
Niacinamide,11.3651123,47.10822224,0.1192524781,0,2.116485192,3.727854959,5.966094954,3.911136264,2.194858861,0.188786458,3.724010268,0.00000001426059983,8.389418399,4.453072257,0.6109647895,2.578565477,1.128477944,0,0.3954403597,0.0000001148581553,0.0475203902,0.05494181393,1.293105549,0,0.4780387811,0.5592543188,0.1527562267,1.602810647,0.5589285208,0.2122952731,0.2866880976,0.0000001829807058,6.515687167,2.771894465,2.150621805,1.199537752,0.4981389171,0.000001878938829
Homocysteine,0,0,0.5952434145,0.03693456483,0,0,0,0,0,0,0,0,0,0,0.00000007172045727,0.09877292212,0,0,0,0,0,0,0,0,0,0,0,0,45106.15493,0.9432251603,0,0,0,0,0,0,0,0
4_Hydroxybenzoic_Acid,0,0,62.89215591,15.70895708,52.22092305,331131.5115,0,0,0.00987163459,7.89922998,159.6150804,0.05488455178,0,0,29.60335312,13.47881633,46.36974474,45.24476038,10.8467195,40.71700864,119.8548952,23.6279086,163.7858678,22081.4907,0,0.005674444745,25.6987264,2.03545101,76.19091374,21.56902111,137.1369556,6.315585867,0,0,89.05634795,18.5906703,61.17109303,675.030225
Citric_Acid,257550.5946,186414.3015,939078.8459,39567.28857,374277.6562,0.4090953685,416695.9135,280734.6073,281111.7489,351844.4841,796442.8824,158921.206,621458.7303,625567.271,893011.2995,503026.935,877400.7591,311190.7452,1213296.64,205332.6152,227559.1191,119813.5696,895969.6744,42324.10698,20106.2065,25542.88675,733346.7173,275177.7817,749255.9481,278411.146,815878.5414,200314.1179,353945.6525,343574.1967,861063.3011,165227.8191,172113.1708,536610.2566
D_Mannose,10.7523539,0,92.23161277,0.126197561,0.376989371,12687.22899,66.74434944,21.98353179,0.3519922198,3.935234348,4.633167259,0,9.018692309,0.1453876419,0.9967958769,9.004434217,1.151246536,8.487549546,0,0,0.001800043029,5.289083037,7.3872525,0,0,0,2.573774603,0.6979059516,11.56926144,0.3624747001,9.772322096,3.199861664,11.11081252,0.5990567736,0.772924471,3.657329023,0.4502956092,4.697245093
Glycolic_Acid,30214.56956,20423.44226,27956.74736,231.3891278,15449.82185,64950.06829,17790.51303,13482.63363,14906.12879,16703.61304,29155.45979,7794.992872,30046.10889,27238.90896,27481.34509,19818.65617,19967.22851,10514.80721,26403.85774,3944.565238,590.7693688,5687.575893,26465.78141,1331.231129,2033.14781,2322.339983,21341.74485,9596.533248,31783.92858,16141.55066,26969.34029,2834.641211,16117.98943,20904.3931,35540.71555,5072.943423,4644.441091,24054.99628
Propionic_Acid,90.34250326,67.814184,15530.80859,1034.685978,28448.15962,0.00005320688511,286433.079,200507.8461,185287.4414,181075.243,19160.8651,1718.970894,54.764826,54.00642298,18969.10949,26235.96516,24615.07454,9443.913348,18224.37263,1197.913914,8383.356137,188149.1795,6016.433675,585.4418715,59815.22213,0,16866.06701,768.9110807,47432.90777,42944.14189,41966.0897,1108.91382,29.01577908,30.62651496,1216.977446,248.0175474,215.2148385,224.5330163
Cobalt,0.00005320698361,9.641204356,0.00005320650583,0.00005320729723,0.00005320737736,18.97899261,0.00007749505161,0.00005320514383,0.00004070168448,0.00005320706287,0.00005320665229,0.00005320659663,0.00005320737395,0.00005320738397,0.00005320596115,0.00005320641451,0.00005320645672,0.00005320762465,0.00006842387085,0.00005320566146,0.00005320717746,0.00005320598394,0.00005320743454,0.00005320735559,0.00005320654151,0.00005320726075,0.00005320718917,0.00005320664973,0.00005320670813,0.000053206971,0.0000532073981,0.0000532073454,0.00005320738856,0.0000532072929,0.00005320526734,0.00005320877382,0.00005320877334,0.00005320636632
Agmatine,13.25056819,10.76199414,100.5066533,0.01464313832,11.48692151,0.01410601543,3.536136735,0.07043408729,4.067675596,3.827302244,24.1658444,35.66393694,15.730115,106.0333228,126.4665708,170.7344112,1103.822109,10.85787968,240.1621772,7.049252634,0.7679150645,6.62692926,412.4811248,5.429698043,1.368718335,0,560.2388906,0.003453219089,32.95578293,1.55760077,723.408731,6.637418685,57.01357294,27.77485028,480.3129825,50.84511814,45.48658523,0.3403666371
D_Xylose,0.07654032154,17.72752425,0.6176732067,0,0,0,0.8064341855,0.6910474637,7.241437475,0.1430394392,0.02001309536,0,0,8.082991211,0.6264090444,0.4789549978,0.02872770658,0.09099696979,0.01255623511,0.000000004244482072,0,0,0,0,0,0,1.154126949,0,0,0.0000000002384772535,0,0.000000000753256469,0.1845642733,0.03005979351,0,0.002669076841,1.000529169,0.08503073377
L_Valine,53.37026217,815.1815503,22.63805908,5.04259153,4.462868601,218.7643415,28.87895613,18.89739081,335.679913,135.8589312,6.182365471,343.4724712,20.1147768,396.8824747,943.5080133,2171.627165,8.607716348,21.49949453,1205.772918,8.222907986,0.2543372605,2.419699243,311.7077353,73.49688003,0.7515855917,0.1432729183,20.91783423,8.789359166,5.952212272,2.724617999,27.24722126,7.519695414,38.43703675,31.9221524,272.0681965,7.690508746,15.50215808,1.495903468
L_Lactic_Acid,1144.50724,2895.970773,1570.264727,1544.151532,1227.06528,13572.95047,1271.181191,903.1756187,2247.6267,851.3782423,1083.978696,4058.009755,1239.581314,828.4056598,113.0396056,476.6958868,18318.7998,1526.766758,1950.810718,11897.24766,163998.3823,26.77942351,1526.329682,1898.260949,166840.6934,281.9244799,71.12818257,6646.40387,909.1266424,135.6353378,3308.838992,6165.094929,1125.780138,1116.428815,1507.937288,115.4589126,157.9007846,3377.216331
L_Threonine,3283.907025,1338.348621,2809.341045,124.339544,2245.371977,1905.476653,4799.318664,3363.076001,847.1108539,3567.046479,4874.729077,748.2210095,3712.052472,2764.44239,4288.716842,2859.571289,4487.556204,1108.882572,5707.793681,1101.753448,699.3423205,2614.3673,4487.92673,692.1257075,244.2424807,278.6146925,4241.884112,1935.533051,4499.165284,1942.400986,3635.337466,3426.309157,2803.534389,2499.158113,3607.139321,3525.007334,3382.075162,2184.528321
D_Glucuronic_acid,0,0,1053.153964,356.7318938,335.9432874,68.3050936,0,0,13.49082778,68.20114675,900.8870741,410.6988291,0,0,829.4191651,755.3296492,473.8904964,479.5082877,676.0487654,215.5101777,266.1458433,731.0224478,920.9697132,383.379186,0,0,587.2543808,449.0118101,1014.845047,1015.470409,772.8537929,724.1443171,0,0,2249.883883,539.4198098,589.4661349,934.1091633
2_Dehydro_3_deoxy_D_gluconate,0,0,7.418419281,0,0,0,0,0,0,0.02340866949,0.2964071188,0,0,0,3.468653895,4.708009526,5.449279193,0,1.267170845,0.4772407037,0.01735996671,0.06748401971,2.02549851,0,0,0,0.1528333259,0.002448113823,4.03449384,1.885668547,0.1358548336,1.25424231,0,0,386.7430664,0.03633876517,0,1.38683285
D_Maltose,145.9202732,59.72489525,633.4574637,325.9766508,386.1584101,0.007946708504,215.4083835,176.068516,186.6081192,274.6732116,644.3533161,507.7256075,294.4508475,279.9004855,555.7021514,350.397598,474.016226,537.9383495,1053.612243,335.7204635,501.0725756,469.2117682,681.000944,653.1832503,627.8248885,131.3048206,321.6789369,300.5682243,522.6887514,557.5831955,588.9105101,557.2261002,396.646999,420.119761,694.3344672,546.7869634,559.0585859,619.4322173
Adenosine,13.45192645,4.687342383,14.92388489,6.922152872,5.386347279,517.8069093,6.80255638,5.890765735,5.184159614,5.670954752,23.61290301,20.46667533,12.33765606,13.41237215,12.96517978,12.3661364,12.68419534,23.75908746,10.18522422,8.118657485,10.69624457,14.10594394,30.50918919,18.39381145,0.2447611476,0.586044028,14.93607964,14.07660967,15.97927109,19.849124,23.78879449,4.540779713,20.7340149,12.25398729,25.53013733,6.633128576,1.281385231,22.23498329
Thymidine,0.00001728025593,4.838590578,11.23891279,11.53453864,11.6118507,14.83825957,0.8604755754,0.6068662786,0.3457562461,0.5716929254,10.58940214,13.74943086,2.851704455,3.091280273,7.077826068,3.38372336,7.499746273,0.0002573490887,8.629587849,0.1632253722,0.05525845494,0.1489104951,5.567525683,18.50576109,0.0000006192413094,0.0000009958961456,0.7581665272,3.569854716,9.653515433,10.29637596,6.634426409,18.00036153,0,0,11.42977214,12.77072598,12.83652374,16.1827714
Carbon_Monoxide,0.6028596673,0.04669928057,2.84144018,0.3401556928,0.4895877989,8.014939628,2.613660956,0.5753380926,0.5769751012,1.508526804,4.941547162,0.02435414901,1.015724796,1.095646107,2.046320532,1.315465213,6.203352597,0.3860004662,2.698425897,0.8006304209,0.9414967629,0.01139502193,2.193246916,0.05118277141,0.301901037,0.6093081337,1.962683007,0.1021353631,3.790454596,1.276646573,6.367713179,0.6601655641,12.66040568,2.076650082,7.686083058,2.318196239,0.4881175123,1.200859155
Potassium,0.00005320698363,3.137234285,0.0000532065058,0.00005320729718,0.00005320737743,0.2925632982,0.00007749505164,0.00005320514385,0.00004070168444,0.00005320706289,0.00005320665228,0.00005320659661,0.00005320737394,0.00005320738395,0.00005320596111,0.00005320641435,0.00005320645669,0.00005320762461,0.00006842387087,0.00005320566146,0.00005320717751,0.00005320598393,0.00005320743455,0.00005320735557,0.00005320654151,0.00005320726075,0.00005320718911,0.00005320664973,0.00005320670808,0.00005320697098,0.00005320739815,0.00005320734542,0.00005320738847,0.00005320729281,0.00005320526729,0.00005320877389,0.00005320877329,0.0000532062765
Alpha_Lactose,77.82344388,15455.21115,308.8313477,10.0022592,133.6435124,0.00005320688506,96.11740198,89.98433226,114.3184045,127.1757388,278.381204,42.7402852,195.9503331,248.5488827,439.3016688,247.9479294,275.7575361,36.65447173,387.8105671,426.2381075,48.52274665,96.07907803,259.3194275,18.93849591,4.800769531,2.043361821,234.792472,82.72874653,456.6254027,248.0176118,391.1844496,160.7979228,515.9278409,446.9774681,519.3181357,154.5634819,199.5907255,84.7308345
Taurine,23817.5211,10259.48927,116556.0883,3576.980565,44302.58028,76.36446444,61948.10872,37836.64399,36251.40608,37476.68595,114205.7267,11536.171,69591.01437,70076.22194,85291.80982,61745.39804,73798.5476,66182.45092,127163.7528,18282.97642,4083.582579,18747.83283,102239.935,6332.759199,2822.068723,2461.285958,80956.91863,24386.22615,127695.5069,39789.03803,96109.83967,15542.5207,32720.92869,34265.88536,116977.9318,25437.99935,23468.40831,27852.6454
Butyric_Acid,47710.55616,47430.03602,80944.5086,6145.722209,16374.34048,36072.65379,13039.2213,13664.77399,17068.88497,31000.09736,15480.51663,283.9589712,59805.06142,55646.80852,34311.07071,10017.94632,4782.003401,4896.412096,12582.33148,210.9977164,287.5090003,8863.286017,57599.68177,14256.50829,444.1352332,1262.455898,105885.6592,24542.80054,22502.93515,41530.02325,37093.37506,6272.823865,126764.6988,34254.93048,63698.30318,21552.91969,28878.96099,50064.23192
Pyridoxal,0,0,15.67767616,0,0,0,0,0,0,0,0.01509368489,0,0,0,0.2848003094,0,0,0,0,0,0,0,1.669663955,0,0,0,0.1635198055,0,0.1875480922,2.103244156,2.578402721,0,0,0,0.02872760234,0,0,0
Riboflavin,3.773252753,4893.536154,30.94419055,1.435815839,6.100929738,81540.90726,39.09931669,22.92531937,11.5007783,12.08505831,57.36232161,0.814561011,12.97628947,2.640108765,35.39825397,16.88590931,10.79576689,1.122106836,97.74403847,0.8284928545,5.58928873,2.060097053,20.11473238,0.6514590833,0.6634766606,2.527516489,7.513418034,2.181410427,27.66511151,5.509714575,26.59973927,1.251172517,5.33437236,9.329847183,28.47597718,5.786349292,26.62223515,10.62475242
D_Lactic_Acid,9021.943246,4312.598484,0.1160793555,13.13956885,0,0,11909.0181,8179.015593,5019.35966,4679.789747,0.1942807875,168.2414132,29857.79701,29910.77728,0.004887328121,34.93378939,13.16162102,0.01117953422,0,11175.63488,902.5216003,1618.838753,0,0,4967.291243,3974.414221,3217.958776,2218.998596,125.4781242,5613.432726,0,0,24863.25189,24764.2297,0.00652102525,753.5565218,753.5590257,1176.642922
Gluconic_Acid,573.0552284,670.3828917,3768.03945,1068.968959,2269.618719,1.898172456,1042.764779,1037.118657,1141.285285,908.6769788,4347.539721,308.9600097,2232.405318,1942.542919,3098.346463,2199.753003,2986.187338,2197.762783,2748.724921,2520.590072,1573.484055,2252.794061,4048.685197,1410.726976,4450.301333,18.83770404,3647.532333,1177.918925,3600.16886,1660.030533,3733.864043,559.2580983,2421.680668,2449.341251,3904.185693,756.2657915,903.7271709,4257.762291
L_Arabinose,720.8985209,296.9807314,2099.059572,370.2329555,1161.06342,1603.953337,743.5430213,595.3427875,737.0539894,1083.625473,1959.258656,517.6793123,1177.361879,845.3637962,1863.083111,1298.119878,1750.675141,765.8921912,2583.265781,1243.553298,637.5251137,1103.654211,2015.26493,650.3990603,40.52303956,23.35133464,1277.444473,322.4212416,2000.217971,773.8922454,1782.571459,1446.853731,890.3784356,1161.862605,2726.799792,1906.792179,1841.909599,875.4541166
Glycolaldehyde,0.000001306140218,130844.7189,52883.992,0.0000001318940017,0.0000001224533461,1685.213506,0.0000463666006,0.00003183353779,0.000002087623386,0.000001498587723,0.0000008271405025,0.000001005316496,0,0,0.0000003195952546,0.0000003140023785,0.0000007388125513,0.0000009123243731,0.000008549851399,0.0000002021801765,0.00000002877857413,0.00000003963638528,0.0000002890269873,0.0000002483691787,0.0001235322295,0.0001185909933,0.000000313608553,0.0000001570200036,0.00000005373854715,0.00000006259683367,0.0000007676278719,0.0000007207045955,0,0,0.0000002257856274,0.0000004408429429,0.0000004408402778,0.000001040565979
N_Acetylneuraminic_acid,0,0,134.3285656,0.001036557467,9.966491194,0.0000001506210115,0,0,1.45474282,4.88144022,117.403624,15.29867598,0,0,76.27010924,84.35612269,120.3334688,44.87627816,134.6456126,83.44404872,3.110792755,17.31154144,120.1614529,4.296722377,0.00001193464407,0.0000126451683,29.49605936,0.0005930952647,69.58425953,21.69373153,89.46637366,5.785044825,0,0,147.9140372,12.46799031,11.41734643,57.97167166
H2S,198103.7305,87924.34766,373120.4145,19188.11723,186455.1604,6.934847607,368576.5953,232662.1426,180630.6751,241115.2349,375267.1118,104054.4818,361652.6387,347527.8107,310010.4491,221916.764,342639.5774,226675.8773,783305.4349,98991.89436,59951.94776,74914.03532,385731.241,35974.0078,19054.18682,22805.41881,339002.9895,140528.0524,384067.0803,127664.7341,385358.5405,71304.90868,197328.3114,245103.9597,439398.5059,87565.99955,90213.59266,188088.6692
Inosine,8.83760183,3.181660813,38.16358673,3.76355381,12.73056824,144464.7696,15.5053515,10.75666034,8.976245479,12.08301084,30.40571432,3.284380484,11.72890052,9.015719565,29.70049918,14.66880124,30.02592068,5.445332699,25.87018133,4.603460521,1.493876127,6.050261952,33.15560055,2.552644618,1.467577306,1.070258909,27.87068557,11.00875429,25.88180207,9.393873979,23.51423627,12.90578955,13.47021665,8.719057755,35.81961662,10.23305297,8.056855349,15.59784777
Uridine,0.2572492078,0.02085854914,1.649811049,0,0.03055935199,5.551609645,0.01340766217,0.09353818125,0.02425312298,0.001705214949,3.841446428,0.001476780303,0.04727111745,1.020555912,0.1931225868,0.4680688885,1.178622942,0.0311905883,0.06254229917,0.2021194416,0.00804463853,0.01186354347,0.9300688721,0.0008314328402,0.08434300847,0.0425235214,1.872743656,0.004503463666,1.418846224,0.00000005589739041,1.5100264,0,9.582198562,0.4140940706,0.9180489075,0.8739069882,0.5791737262,0.01629961333
Mg2_,0.00005320698363,8.357039076,0.0000532065058,0.00005320729718,0.00005320737743,0.01144761623,0.00007749505164,0.00005320514385,0.00004070168444,0.00005320706289,0.00005320665228,0.00005320659661,0.00005320737394,0.00005320738395,0.00005320596111,0.00005320641435,0.00005320645669,0.00005320762461,0.00006842387087,0.00005320566146,0.00005320717751,0.00005320598393,0.00005320743455,0.00005320735557,0.00005320654151,0.00005320726075,0.00005320718911,0.00005320664973,0.00005320670808,0.00005320697098,0.00005320739815,0.00005320734542,0.00005320738847,0.00005320729281,0.00005320526729,0.00005320877389,0.00005320877329,0.0000532062765
Isocitric_acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84986402,20.5321003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spermadine,0.2255857254,0.2280660246,0.3483053713,0.004176577257,2.512056516,0.00005320688506,1.754852576,21.909259,0.2283242695,0.8265221235,1.269501192,0.4255497597,21.64204527,76.87411291,0.5423867865,26.17634288,0.9382550082,0.08622700984,67.64284603,0.3940275876,0.01666042119,0.00185348824,0.9127848472,0.164805228,0.01955414693,0.05505993794,0.03621699781,0.3823788692,1.084574616,7.955794598,16.23582151,0.07016511266,5.85363756,13.22075728,0.2218836618,0.1145706231,0.06112356234,1.158421898
Glucosamine,0,0,0.02677919359,0,0.1629816199,0.05629373294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000894711705,0,0,0,0,0,0.5978324516,0.3488058766,0,0,0,0,0,0,0,0.1412606536
Deoxyguanosine,1.525976616,0.007387833487,9.063273473,0.02535072221,5.275541509,20.94085912,19.60024235,16.76188366,0.8471996197,1.259206945,1.070986454,1.16019986,25.55221241,1.626091958,4.506512102,2.550409103,6.219738177,1.352468115,2.905842885,0.2665147535,2.654314062,0.608197744,6.502142913,0.3078336885,0.230443933,0.5707384305,24.94327497,16.83790942,7.150529017,13.57150972,19.48890111,1.404186631,4.984182367,2.082041084,1.87780348,11.85050213,0.3683375704,5.969955293
Gamma_Aminobutyric_Acid,0.00007707025757,16.50910183,61.52821492,5.42323732,6787.036356,11046.83237,0.2476436943,0.391501658,0.6867467714,34.24638916,22027.52285,110.7179346,4.299697814,3.913821286,4186.626963,7409.10279,14111.18775,440.5976369,5523.628442,3.206870214,428.760758,12.56333683,32309.57399,0.8897942629,19.5375734,0,11113.14371,171.8478981,16014.29217,8570.889078,17805.34401,31504.91028,5.012933183,5.675748551,29206.28147,168.784203,4.676574205,871.216205
Thiamine,19.64379308,2.592460027,51.32440621,0.00000001948952905,9.30953569,7.832981988,17.57220548,16.15356666,20.65492437,15.55060452,112.7321027,4.575312571,15.56400676,16.42501731,50.54162074,27.60216533,64.27299161,39.01141868,169.0523711,27.95628178,85.15955441,17.43059827,34.70158583,4.381596,11.30233638,0.8495757747,55.0002376,46.55892681,52.43877102,32.80572409,90.00611049,26.10118799,48.80151162,15.19743789,79.77952958,20.28527855,5.570561066,39.3932786
D_Xylitol,0.0000001930907988,11.49450023,15.79550483,40.81326155,5.205344674,1.484166715,795845.4672,546397.114,5.211723153,2.406345382,2.706716531,1.530980704,0.0000001455609808,0.0000001458039451,79.73084798,46.12915561,36.80476405,0.3019591307,35.19898546,2.156605658,0.00000003754957038,0.7353934052,55.16163275,0.02578785033,0.00000003677604606,37771.42191,1.500723386,0.03114421604,31.88055579,9.476947114,32.72450988,2.401466368,0.0000001584765697,0.001038907146,73.875238,1.700546513,1.712798404,71.23001251
Cytosine,6.550422494,136.5482435,250.9405559,7.497460962,24.21249687,3.533556222,7.053831953,4.402161638,1.064201872,8.91294141,22.0970807,0.372543695,5.897858455,19.48494299,11.86140391,11.66341418,10.21317064,5.829517359,32.66708082,8.793702325,5.264105715,4.448791842,28.97083187,49.86534092,184.1430754,0.9423553172,3.083855625,29.80348634,35.65154437,14.91281601,19.0809187,14.77826499,377.4461211,16.39740465,17.7619582,7.821399599,9.452079837,19.27840736
Malonic_acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01806905295,0.01914470555,0,0,0,0,0,0,0,0,0,0,0,0
Xanthine,1012.176974,20.5367317,5.923442155,0.0001260687619,55.37109419,50.35162879,530.116288,2106.09892,49.47969334,251.1555228,162.4028883,24.3494783,183.2455298,100.5865374,263.1696472,107.6414661,351.1853023,168.1625198,131.2112759,196.9180274,28.86471944,214.7163647,746.3471987,57.85899622,12.69890708,4.610586755,147.2384669,22.28861191,297.5698163,333.7394722,487.173583,34.64078904,688.2370924,835.947948,964.3157716,185.4285904,117.3119545,93.43708551
Guanosine,0.05353189522,582.7743213,13640.26063,3883.656867,1.723249431,22.61986311,0.4513493103,2.59925408,1.324225709,0.6207017217,7.570003227,0.8143379275,5.201553898,13.56304121,0.5645622316,0.3487923613,24.70665185,2.986505146,9.308199763,0.86030156,17.23721464,0.09677059297,7.476245293,2.531441546,0.0003137838919,0.2992230009,1.078504657,0.2629531128,4.99932763,0.2303236959,14.76091586,4.148917689,1.670093475,0.06487042093,2.938979243,2.474256934,1.348764584,0.4462609137
D_Mannitol,2185.737753,969.9628123,1414.440395,2.133445237,4086.985645,7039.868749,2742.423302,2217.985305,4064.968585,3641.282781,12327.64233,869.7673283,5310.431821,3146.308638,7039.90148,5286.984128,12196.37718,3837.514405,11111.62121,4566.840601,5547.31804,850.3223298,10860.88084,937.9150546,575.8681481,244.5703865,7645.448189,3098.813311,9121.360041,2941.9844,13881.72297,5041.951905,9488.317659,4467.891434,16101.96319,3444.53081,3332.255411,9315.551881
L_Isoleucine,1.841597895,0.9795815377,392.8958059,3.377029774,466.2363482,7.704140023,2.387863477,0.0805318707,1.919733031,83.50430769,776.0779368,44.80349343,72.54457853,3.047391153,194.420688,1538.565028,115.4359001,51.09776402,157.0803208,26.86716183,814.9422087,528.7518672,348.9904035,2237.493533,5.555834473,19.82197294,260.5273082,2.574002747,345.2585466,14.58863784,940.9348,7303.333449,8.558219312,2.934116245,634.221343,4557.741309,4662.83418,36.56346973
Indole,104.3355492,233.1332262,185.1866884,503.91035,86.29600635,181.4293398,254.5080009,209.5792915,51.92909409,57.74179526,272.4511278,33.1364568,169.6671993,101.7928053,294.2834623,340.6165731,395.4033638,57.43807325,730.7803455,152.5612603,4.356459064,92.28356667,351.0965504,34.95485729,1.467152941,1.457637374,545.2679409,50.50223423,496.5719536,68.04477238,529.1968803,44.38885125,278.8836475,307.2642161,608.6271894,120.8008962,94.08897668,38.911284
Ethanol,204.6378229,65.16534969,0.2714291367,0,227.5124978,34.34249281,2057.114358,1332.011848,16.61841101,15.48756712,20921.93199,40.0176204,6.856120952,2.237059251,177.1530949,384.7041704,174.4962143,50.77623824,268.2484146,48.0071586,59.356271,31.80316307,169.7802613,118.2235169,3367.732093,46.68757055,70.66015085,1.699825778,135.8392835,63.56421914,333.8597322,923.185995,16.14465598,18.27434648,197.47033,36.78913003,36.99665693,107.4780068
Cytidine,0.02414535059,7.941232272,0,0,0.004707201038,0.4570122576,0.001591322555,0.0003348476937,0.001788817239,0.006263907044,0.07957477367,0.001141025227,0.001725759482,0.007197771894,2.066680537,0.05453408295,0.3957296415,0.007186185309,1.465934332,0.005661741398,0,0,1.854879055,0.000005383601095,0.02392377446,0.003150324999,0.3441016262,0.07357279835,0.3980089059,0.02579950572,0.01783022673,0.01202158585,0.2717610067,0.1923966062,0.01861689612,0.2857144168,0.0001350757911,0
Propanal,0,0,29.56589114,0,0,0,0,0,0.04650107063,3.70315589,53.48433459,0.0311406729,0,0,2.730071701,17.66188037,34.42748903,10.7496528,88.08214437,0,0,0,357.5936334,6.044805947,0,0,0.8105383171,0,0.001029416676,15.88574207,27.00766422,0.001748527136,0,0,12.10301797,1.201742808,2.758798675,0
Itaconic_Acid,43.35259921,0,2192.248584,3.104941462,2.72792232,0,1681.743119,1040.482877,190.4321869,676.5017472,2412.055488,11.89825346,105918.2341,105953.6546,145.3196813,0.8870102517,8.095596428,64.76709042,13.39275408,1.257566117,1.398698167,0,0.09636141413,15.91487873,6.487483009,83.23635672,6.02572504,117.72673,1734.268932,56.30174971,13.47921142,0,4138.904151,10841.79772,87.21102044,0.0002936782774,0.07481741606,0.1639935961
L_Cystine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001033352698,0.00001094872482,0,0,0,0,0,0,0,0,0,0,0,0
Deoxyuridine,2.849616224,0.4362791652,42.61418693,0,2.337946238,1.341209458,5.904456722,0.02112914212,0.1406957196,15.62053102,6.472757404,0.3378975126,18.98331448,19.55309445,15.66160878,52.94218757,19.04470208,11.86322748,13.96496192,28.43859474,0.1142820783,0.9307980638,20.29967479,3.718468089,0.413763051,0,6.67447099,6.290945228,22.73563329,3.188134362,39.21669463,8.422977413,82.26360007,48.6667309,10.96914193,14.39627711,12.51819802,0.1966157021
Glyceraldehyde,0,0,36.02337191,0.0000009904537498,0.0000006618085526,0.001388275012,29.15090222,22.00538014,1.511394102,0.007930463443,0.00189778089,6.739164577,0,0,0.000001092676347,0.08055648693,9.478034237,0,0.1921640289,0.2544073572,0,0,0,0,0.01621863486,0,5.12543515,0,0.000001125371455,0.000001092124252,0,0,0.6797476964,0,0.4397487702,0,0,4.337675283
S_Propane_1_2_diol,0,0,13.91581619,0,13.85677164,0.02813642116,0,0,0.440737132,0,9.153709073,0,0,0,12.24387037,21.5122171,4.225318883,0.02815058093,80.06704844,0,0,0,56.19974029,0.5633749709,0,0,9.399777533,0,16.91307413,0,9.131329937,0,120.316121,119.8327078,21.04821624,0,0,2.70760875
p_Hydroxyphenylacetic_acid,0,0,222.7364424,1.020354033,36.20284237,7.49782643,0,0,1.232012668,0.4934791285,143.5072867,0.2250961185,0,0,77.64326507,131.6242683,142.0682997,6.382640227,122.0837915,4.716751974,0,7.322529191,285.4527551,7.664527632,0,0,27.31153778,0,84.18861001,0,222.7420398,11.20197493,0,0,299.2917102,14.73567236,24.77447483,64.79135691
Betaine,3.069794261,3.913308759,436.9133123,0,0.2090418845,0.01365584636,5.848360965,7.615475771,0.06925642208,1.569259111,0,0,33.91051209,111.7077194,0,0,0,0,0,0,0,0,0,0,0.0007158156678,0.2000627375,2.378951262,0.03581690342,0,0,0.09722759554,0.132292256,65.07420347,62.79460017,2.817933989,0.03623537585,1.345691386,0.8217882422
