Metabolite	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
cellb[fe]	2000	2000	2000	2000	2000	2000	1999.144119	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cellb[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cgly[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cgly[fe]	2000	2000	2000	1999.420953	1989.975017	2000	1998.853888	0	2000	2000	1999.902102	2000	1996.945869	2000	2000	2000	2000	1998.989604	1997.992843
cgly[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
chlphncl[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chlphncl[fe]	2000	2000	2000	4000	3649.957837	2000	2177.42091	0	2000	2000	5.125439989	2000	2651.8422	2000	2000	2000	2000	4000	2765.94439
chlphncl[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
chlphncl_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chlphncl_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
chlphncl_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
chol[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chol[fe]	2000	2000	2000	1804.730036	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0
chol[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cholate[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cholate[fe]	2000	2000	2000	2385.493129	0	2000	4000	2000	2000	2000	463.1641527	2000	2000	2000	2000	2000	0	4000	0
cholate[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
chols[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chols[fe]	0	0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	0	0	0	0
chols[u]	0	0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	0	0	0	0
chsterol[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chsterol[fe]	2000	0	0	3927.461034	0	0	2302.716681	2000	0	0	0	0	2177.686176	0	0	0	0	0	2000
chsterol[u]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	2000
cit[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cit[fe]	2000	2000	2000	2288.279148	1076.995138	2000	775.1772003	2000	2000	2000	1999.999634	2000	1840.746962	2000	2000	2000	2000	1999.331918	1999.88999
cit[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cl[d]	0	0	0	-1.81E-14	0	0	-3.94E-14	0	0	0	0	0	-5.51E-15	0	0	0	0	0	0
cl[fe]	0	0	0	0	1998.225959	2000	0	0	2000	0	1998.897211	2000	0	2000	2000	2000	2000	1998.395066	1997.927875
cl[u]	0	0	0	0.803542353	2000	2000	0.701278736	0	2000	0	2000	2000	0.19154125	2000	2000	2000	2000	2000	2000
clcxb[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clcxb[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_c[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clcxb_c[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_c[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_c_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clcxb_c_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_c_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clcxb_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clcxb_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clobi_c[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clobi_c[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clobi_c[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clobi_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clobi_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
clobi_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
co2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
co2[fe]	0	0	0	8798.230717	12249.09063	2000	6811.57765	0	2000	0	6062.201119	2000	9593.711454	2000	2000	2000	2000	7851.724959	8886.23718
co2[u]	0	0	0	-4.55E-13	2000	2000	7.96E-13	0	2000	0	2000	2000	9.09E-13	2000	2000	2000	2000	2000	2000
cobalt2[d]	0	0	0	0	0	0	-3.94E-14	0	0	0	0	0	-5.51E-15	0	0	0	0	0	0
cobalt2[fe]	0	0	0	1999.196458	1998.225959	2000	0	0	2000	0	1998.897211	2000	0	2000	2000	2000	2000	1998.395066	1997.927875
cobalt2[u]	0	0	0	2000	2000	2000	0.701278736	0	2000	0	2000	2000	0.19154125	2000	2000	2000	2000	2000	2000
coprost[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coprost[fe]	2000	0	0	72.53896627	0	0	1697.283319	2000	0	0	0	0	1822.313824	0	0	0	0	0	0
coprost[u]	2000	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	0
core2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core2[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core2[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core3[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core3[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core3[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core4[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core4[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core4[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core5[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core5[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core5[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core6[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core6[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core6[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core7[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core7[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core7[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core8[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
core8[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
core8[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
crn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crn[fe]	0	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	2000
crn[u]	0	0	0	2000	0	0	2000	2000	0	0	0	0	2000	0	0	0	0	0	2000
cro4[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cro4[fe]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cro4[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crvsm1[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crvsm1[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
crvsm1[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
crvsm23[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crvsm23[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
crvsm23[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
csn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
csn[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1983.460991	2000	1999.749527	2000	2000	2000	2000	2000	2000
csn[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ctbt[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ctbt[fe]	0	0	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	2000
ctbt[u]	0	0	0	2000	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	2000
cu2[d]	0	0	0	0	0	0	-3.94E-14	0	0	0	0	0	0	0	0	0	0	0	0
cu2[fe]	0	0	0	1999.196458	1998.225959	2000	0	0	2000	0	1998.897211	2000	1999.808459	2000	2000	2000	2000	1998.395066	1997.927875
cu2[u]	0	0	0	2000	2000	2000	0.701278736	0	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000
cvm1gluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cvm1gluc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cvm1gluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cvm23gluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cvm23gluc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cvm23gluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cys_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cys_L[fe]	2000	2000	2000	1989.41338	1998.672212	2000	1991.824837	2000	2000	2000	3982.830787	2000	1999.783187	2000	2000	2000	2000	3434.387634	1998.986596
cys_L[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cytd[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytd[fe]	2000	2000	2000	0	0	2000	0	2000	2000	2000	1992.659689	2000	1362.469379	2000	2000	2000	2000	455.8523409	0
cytd[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
czp[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
czp[fe]	2000	2000	2000	1268.710033	4000	2000	1704.782961	2000	2000	2000	4000	2000	697.3520505	2000	2000	2000	2000	2783.078893	2000
czp[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
daa[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daa[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
daa[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
daa_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daa_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
daa_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dad_2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dad_2[fe]	2000	2000	2000	5899.346083	4076.230979	2000	5985.512769	2000	2000	2000	4030.232762	2000	3998.921223	2000	2000	2000	2000	2700.348038	6925.493179
dad_2[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dcf[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcf[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dcf[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dcf_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcf_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dcf_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dchac[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dchac[fe]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	0
dchac[u]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	0
dcyt[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcyt[fe]	2000	2000	2000	2187.766641	3877.266672	2000	2046.115591	2000	2000	2000	1999.507136	2000	2639.941386	2000	2000	2000	2000	3559.764882	1426.177489
dcyt[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ddca[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddca[fe]	0	2000	2000	0	0	0	0	2000	0	2000	0	0	2004.933694	0	0	0	0	0	0
ddca[u]	0	2000	2000	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
ddea[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddea[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ddea[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ddea_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddea_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
ddea_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
des_astzl[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
des_astzl[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
des_astzl[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
des_astzl_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
des_astzl_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
des_astzl_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dextrin[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dextrin[fe]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	2000
dextrin[u]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	2000
dfdcytd[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfdcytd[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dfdcytd[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dfduri[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfduri[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dfduri[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dgchol[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dgchol[fe]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	0
dgchol[u]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	0
dgsn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dgsn[fe]	2000	2000	2000	0	12.59080534	2000	0	2000	2000	2000	0	2000	0.24377061	2000	2000	2000	2000	0	0
dgsn[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dh5fura[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dh5fura[fe]	2000	2000	2000	1614.506871	2000	2000	0	2000	2000	2000	1390.561091	2000	1890.013446	2000	2000	2000	0	0	0
dh5fura[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	0	2000
dhcinnm[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhcinnm[fe]	2000	0	0	2000	0	0	2000	2000	0	2000	0	0	2000	0	2000	2000	2000	2000	2000
dhcinnm[u]	2000	0	0	2000	0	0	2000	2000	0	2000	0	0	2000	0	2000	2000	2000	2000	2000
dhna[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhna[fe]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2006.618802	0	2000	0	0	0	0
dhna[u]	2000	2000	2000	2000	2000	0	2000	2000	0	0	0	0	2000	0	2000	0	0	0	0
dhpppn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dhpppn[fe]	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000
dhpppn[u]	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000	2000	0	2000	2000
digoxin[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digoxin[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
digoxin[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
digoxin_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digoxin_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
digoxin_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
din[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
din[fe]	2000	2000	2000	0	320.7632285	2000	2000	2000	2000	2000	703.2603188	2000	1406.398856	2000	2000	2000	2000	1334.738191	0
din[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dlb[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dlb[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2137.016513	2000	2000	2000	2000	2000	2000
dlb[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dlb_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dlb_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1862.983487	2000	2000	2000	2000	2000	2000
dlb_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dma[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dma[fe]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dma[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dms[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dms[fe]	2000	2000	2000	2385.493129	2000	2000	2000	2000	2000	2000	4000	2000	2000	2000	2000	2000	0	4000	4000
dms[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
dmso[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dmso[fe]	2000	2000	2000	1614.506871	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	0	0	0
dmso[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
dnpz_5des[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_5des[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_5des[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_6des[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_6des[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_6des[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m11[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m11[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m11[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m12[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m12[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m12[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m13[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m13[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m13[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m14[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m14[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m14[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m9[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m9[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dnpz_m9[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_etr[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_etr[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_etr[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_etr_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_etr_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_etr_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_vcz[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_vcz[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_vcz[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_vcz_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_vcz_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
doh_vcz_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
drib[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drib[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
drib[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
dsT_antigen[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dsT_antigen[fe]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
dsT_antigen[u]	0	0	0	0	0	0	0	2000	0	2000	0	0	2000	0	0	0	0	0	0
duri[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
